Date,open,high,low,close,volume
2010-01-04 00:00:00-05:00,6.4009892697673445,6.433079624486552,6.369498749731625,6.418384075164795,493729600
2010-01-05 00:00:00-05:00,6.436079211041895,6.465770227085805,6.395590770250193,6.429481029510498,601904800
2010-01-06 00:00:00-05:00,6.429481271891964,6.454973846527886,6.320613675061903,6.327211856842041,552160000
2010-01-07 00:00:00-05:00,6.350602575880924,6.358100507320875,6.269626518023752,6.315512657165527,477131200
2010-01-08 00:00:00-05:00,6.307115652900345,6.3581007880963805,6.2699275130102485,6.3575005531311035,447610800
2010-01-11 00:00:00-05:00,6.382094617212315,6.388092963802402,6.251633782267298,6.301419258117676,462229600
2010-01-12 00:00:00-05:00,6.273825830869377,6.291221434650521,6.190751141514069,6.229739189147949,594459600
2010-01-13 00:00:00-05:00,6.2342398574729865,6.326011764393709,6.121173418096044,6.3176140785217285,605892000
2010-01-14 00:00:00-05:00,6.301419311440199,6.311916017638003,6.268728722671271,6.281024932861328,432894000
2010-01-15 00:00:00-05:00,6.326009007987233,6.346103461853795,6.174254497523158,6.176054000854492,594067600
2010-01-19 00:00:00-05:00,6.248032967771491,6.453771391240681,6.215343189578378,6.449272632598877,730007600
2010-01-20 00:00:00-05:00,6.445373644957507,6.464567947883259,6.283122422443444,6.350002765655518,612152800
2010-01-21 00:00:00-05:00,6.360500638690358,6.397389264705099,6.214443718988294,6.240235805511475,608154400
2010-01-22 00:00:00-05:00,6.20154972594611,6.223142976083665,5.913036018599731,5.93073034286499,881767600
2010-01-25 00:00:00-05:00,6.073487468564757,6.139167367834519,6.003908243218099,6.090282440185547,1065699600
2010-01-26 00:00:00-05:00,6.17665384864954,6.409384407832591,6.07558414719565,6.176353931427002,1867110000
2010-01-27 00:00:00-05:00,6.20364699783895,6.315513344126092,5.984112346480525,6.2345380783081055,1722568400
2010-01-28 00:00:00-05:00,6.146065035221159,6.163159520347601,5.959220562937903,5.976914882659912,1173502400
2010-01-29 00:00:00-05:00,6.030600753634121,6.064190698357205,5.705797448288952,5.7600812911987305,1245952400
2010-02-01 00:00:00-05:00,5.769377194361693,5.878244776136595,5.7372868428070705,5.840156078338623,749876400
2010-02-02 00:00:00-05:00,5.8755444049324685,5.887840611135416,5.799666946224144,5.874044418334961,698342400
2010-02-03 00:00:00-05:00,5.853353082272848,6.004208313774833,5.830859680277323,5.975116729736328,615328000
2010-02-04 00:00:00-05:00,5.900138187558014,5.9493238279776035,5.745384852198745,5.7597808837890625,757652000
2010-02-05 00:00:00-05:00,5.77717396812047,5.878243680948505,5.7237894973481325,5.862048149108887,850306800
2010-02-08 00:00:00-05:00,5.868945559410405,5.934625824678486,5.81826035333233,5.821859359741211,478270800
2010-02-09 00:00:00-05:00,5.890842210701196,5.923232486759234,5.840757209720366,5.883944511413574,632886800
2010-02-10 00:00:00-05:00,5.874944770320464,5.896239298041465,5.826059854416686,5.851851940155029,370361600
2010-02-11 00:00:00-05:00,5.84465429309041,5.990710807109093,5.820061476209256,5.958320140838623,550345600
2010-02-12 00:00:00-05:00,5.941525383068205,6.0473941860112355,5.8632489712459295,6.009605407714844,655468800
2010-02-16 00:00:00-05:00,6.056391118879053,6.108875442588585,6.043794993307377,6.100178241729736,543737600
2010-02-17 00:00:00-05:00,6.123870883374036,6.127469890787703,6.024000429762848,6.074686050415039,436396800
2010-02-18 00:00:00-05:00,6.047092188335279,6.114872681768744,6.02579886575794,6.086081027984619,422825200
2010-02-19 00:00:00-05:00,6.053992896906755,6.094180616658827,6.03149909782669,6.0482940673828125,415469600
2010-02-22 00:00:00-05:00,6.068387491291827,6.073185767185606,5.9739155534115564,6.010804176330566,390563600
2010-02-23 00:00:00-05:00,5.998207851969282,6.038096046683881,5.869546550876753,5.9100341796875,575094800
2010-02-24 00:00:00-05:00,5.945125228942182,6.041396692027377,5.933428452795949,6.018003940582275,460566400
2010-02-25 00:00:00-05:00,5.919631303605027,6.083981951432909,5.904935758862327,6.058189868927002,665126000
2010-02-26 00:00:00-05:00,6.069586569079581,6.153261482614476,6.058190113607798,6.13676643371582,507460800
2010-03-01 00:00:00-05:00,6.1706573341208,6.283123923383319,6.1616602152000945,6.267828941345215,550093600
2010-03-02 00:00:00-05:00,6.296021218647562,6.323013381621493,6.2303409160748355,6.263631343841553,566546400
2010-03-03 00:00:00-05:00,6.266328223688183,6.294219729556133,6.236337296884685,6.278024196624756,372052800
2010-03-04 00:00:00-05:00,6.276525660892347,6.325710494502627,6.257030636719899,6.3194122314453125,366041200
2010-03-05 00:00:00-05:00,6.446274314040488,6.589031728260526,6.436976878860088,6.566538333892822,899620400
2010-03-08 00:00:00-05:00,6.598329415625248,6.600728353550002,6.545545173231816,6.570437908172607,429889600
2010-03-09 00:00:00-05:00,6.5473450739117425,6.747984950374677,6.534748947242772,6.688602924346924,920259200
2010-03-10 00:00:00-05:00,6.7128955510370805,6.762380704173214,6.69400116159621,6.743185997009277,596218000
2010-03-11 00:00:00-05:00,6.715294187104064,6.762979030609131,6.697599068287978,6.762979030609131,405700400
2010-03-12 00:00:00-05:00,6.81906191309892,6.829858934044235,6.770476920539252,6.795969486236572,416323600
2010-03-15 00:00:00-04:00,6.759380905675273,6.762979112088277,6.6055265486908485,6.713194847106934,493502800
2010-03-16 00:00:00-04:00,6.7233927679153,6.747385352849407,6.673307776367548,6.731490135192871,446908000
2010-03-17 00:00:00-04:00,6.744985173674288,6.791471151561488,6.696100257931575,6.721592426300049,450956800
2010-03-18 00:00:00-04:00,6.7209928928458424,6.747985452911646,6.676306811764942,6.737488746643066,342109600
2010-03-19 00:00:00-04:00,6.7416880609361405,6.755183941489473,6.634919484658551,6.665510654449463,559445600
2010-03-22 00:00:00-04:00,6.612126166500352,6.777976839949612,6.602528812300733,6.740487575531006,456419600
2010-03-23 00:00:00-04:00,6.767179916623499,6.861352365550943,6.720993444235787,6.848755836486816,602431200
2010-03-24 00:00:00-04:00,6.827159103798059,6.9039363067453605,6.823259779701361,6.8790435791015625,597780400
2010-03-25 00:00:00-04:00,6.925532953316888,6.927032940506809,6.7854743523180066,6.797471046447754,542284400
2010-03-26 00:00:00-04:00,6.8664474453539555,6.9564201991039845,6.8544507578485,6.924930095672607,640875200
2010-03-29 00:00:00-04:00,6.9879117637146,7.014003360234083,6.946523988756747,6.969616413116455,540744400
2010-03-30 00:00:00-04:00,7.09587958572013,7.122272303804515,7.025400233015483,7.073386192321777,527310000
2010-03-31 00:00:00-04:00,7.062591781003132,7.0961817208664435,7.031700696666116,7.047895431518555,430659600
2010-04-01 00:00:00-04:00,7.120172163711327,7.159759637370515,6.98041393441278,7.076984882354736,603145200
2010-04-05 00:00:00-04:00,7.0472968170940415,7.15316483713265,7.0409981524122935,7.152565002441406,684507600
2010-04-06 00:00:00-04:00,7.14386720823135,7.205048739976729,7.107877930584541,7.184055328369141,447017200
2010-04-07 00:00:00-04:00,7.18435609165889,7.255435307745137,7.15766384590198,7.215847015380859,628502000
2010-04-08 00:00:00-04:00,7.2110446873877265,7.244034780851391,7.139066156040269,7.196349143981934,572989200
2010-04-09 00:00:00-04:00,7.240739191917902,7.25453538999095,7.21164760944843,7.251535415649414,334182800
2010-04-12 00:00:00-04:00,7.26383038082083,7.289922785321371,7.25213400662328,7.2665300369262695,333026400
2010-04-13 00:00:00-04:00,7.253633075043402,7.28182449663642,7.231138880119686,7.270727157592773,306210800
2010-04-14 00:00:00-04:00,7.356202594582227,7.372097809412304,7.319913806311603,7.368498802185059,404076400
2010-04-15 00:00:00-04:00,7.371197756205656,7.468668867801689,7.363100390259164,7.465370178222656,376784800
2010-04-16 00:00:00-04:00,7.45487175388877,7.531949282264868,7.334308228413371,7.419782638549805,750545600
2010-04-19 00:00:00-04:00,7.408690505208682,7.43448260198749,7.250937148698098,7.409890174865723,566924400
2010-04-20 00:00:00-04:00,7.453974797210336,7.475268527381994,7.286624930007708,7.33551025390625,738326400
2010-04-21 00:00:00-04:00,7.761681637793724,7.805169244199803,7.669609032348244,7.774278163909912,982391200
2010-04-22 00:00:00-04:00,7.744888509609536,8.000112163176945,7.683706172238064,7.9917144775390625,793424800
2010-04-23 00:00:00-04:00,8.037301639630133,8.162964224643144,8.007611018920613,8.122476577758789,796955600
2010-04-26 00:00:00-04:00,8.15396596668823,8.171360371399171,8.043298471375357,8.082587242126465,479068800
2010-04-27 00:00:00-04:00,8.015707468951605,8.03280235801103,7.813268456896388,7.858854293823242,709343600
2010-04-28 00:00:00-04:00,7.895142023092084,7.917634618442725,7.690003402987489,7.845656871795654,758402400
2010-04-29 00:00:00-04:00,7.888244780779376,8.097582276244731,7.857954331111302,8.056795120239258,558840800
2010-04-30 00:00:00-04:00,8.076885982854883,8.114674755129792,7.827661557798215,7.830360412597656,542463600
2010-05-03 00:00:00-04:00,7.912834282137707,8.033998426387107,7.884042231415249,7.98811149597168,454342000
2010-05-04 00:00:00-04:00,7.884345562249661,7.896341452569782,7.7002003570671995,7.758082389831543,723819600
2010-05-05 00:00:00-04:00,7.588634616757451,7.741888764519555,7.459672570811604,7.677407741546631,883103200
2010-05-06 00:00:00-04:00,7.612627112617041,7.745187364029553,5.975715627338303,7.385295391082764,1285860800
2010-05-07 00:00:00-04:00,7.309116774008322,7.3948907102581565,6.7542818399886055,7.073686122894287,1676018400
2010-05-10 00:00:00-04:00,7.505257212243817,7.637217595562171,7.453672247378271,7.617423057556152,984306400
